	AMIKACIN	AMOXICILLIN	AMOXICILLIN_CLAVULANATE	CAPREOMYCIN	CIPROFLOXACIN	CLARITHROMYCIN	CLOFAZIMINE	CYCLOSERINE	ETHAMBUTOL	ETHIONAMIDE	GATIFLOXACIN	ISONIAZID	KANAMYCIN	LEVOFLOXACIN	MOXIFLOXACIN	NICOTINAMIDE	OFLOXACIN	PARA-AMINOSALICYLIC_ACID	PROTHIONAMIDE	PYRAZINAMIDE	RIFABUTIN	RIFAMPICIN	STREPTOMYCIN	country	date	lineage1	lineage2	lineage3	lineage4	lineage5	lineage6	lineage7	strain
2538	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2535096
2539	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	1	Sierra Leone		0	0	0	0	0	0	0	SAMEA2535095
2540	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2002	0	0	0	1	0	0	0	SAMEA1688643
2543	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2001	0	0	0	1	0	0	0	SAMEA1688649
2545	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	South Africa	2013	0	1	0	0	0	0	0	SAMN02350468
2546	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	South Africa	2013	0	1	0	0	0	0	0	SAMN02350465
2547	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	South Africa	2013	1	0	0	0	0	0	0	SAMN02350464
2551	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	South Africa	2013	0	0	0	1	0	0	0	SAMN02350460
2552	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	South Africa	2013	0	0	0	1	0	0	0	SAMN02350463
2553	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	South Africa	2013	0	1	0	0	0	0	0	SAMN02350462
2554	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	1	-1	1	-1	1	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403669
2555	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2008	0	0	0	1	0	0	0	SAMEA1403668
2556	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	0	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403665
2557	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	0	0	0	0	0	SAMEA1403664
2558	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	0	0	0	0	0	SAMEA1403667
2559	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	0	0	-1	0	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403666
2561	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	1	0	0	0	0	SAMEA1403660
2563	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647409
2564	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647408
2565	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647159
2566	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647158
2567	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648710
2568	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534419
2569	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03648712
2570	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648713
2571	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534414
2572	0	0	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	1	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534415
2573	0	0	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	0	-1	-1	1	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534416
2574	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647150
2575	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534410
2576	0	0	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	1	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534411
2577	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	United Kingdom	missing	0	1	0	0	0	0	0	SAMN03647155
2578	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534413
2581	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	1	0	0	0	0	0	SAMEA1403599
2582	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	1	Russia	2009	0	0	0	1	0	0	0	SAMEA1403598
2585	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	South Africa	missing	0	1	0	0	0	0	0	SAMN02403527
2586	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	South Africa	missing	0	1	0	0	0	0	0	SAMN02403526
2587	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	1	-1	0	-1	0	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1403593
2588	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	0	1	0	0	0	SAMEA1403592
2589	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	0	1	-1	1	1	Not Provided	2008	0	0	0	0	0	0	0	SAMEA1403591
2591	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2008	0	0	0	1	0	0	0	SAMEA1403597
2592	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	1	Russia	2009	0	0	0	0	0	0	0	SAMEA1403596
2593	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2009	0	0	0	0	0	0	0	SAMEA1403595
2594	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2008	0	0	0	1	0	0	0	SAMEA1403594
2595	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648479
2596	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648478
2597	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1019299
2598	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2011	0	0	1	0	0	0	0	SAMEA1019297
2600	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	0	United Kingdom	2003	0	0	0	1	0	0	0	SAMEA1019293
2601	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2006	0	0	0	1	0	0	0	SAMEA1019291
2602	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648027
2603	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648024
2604	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2007	0	0	0	1	0	0	0	SAMEA1556738
2605	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647778
2606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA1966858
2608	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	2006	0	0	1	0	0	0	0	SAMEA1556733
2609	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1998	0	0	0	1	0	0	0	SAMEA1556730
2610	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2006	1	0	0	0	0	0	0	SAMEA1556731
2613	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2007	1	0	0	0	0	0	0	SAMEA1556735
2614	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648472
2615	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648021
2616	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647773
2617	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA2154035
2618	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647770
2619	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534894
2620	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647776
2621	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03647775
2622	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648029
2624	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	South Africa	2009	0	0	0	1	0	0	0	SAMN02053781
2625	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	1	0	South Africa	missing	0	1	0	0	0	0	0	SAMN03649001
2626	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2533493
2627	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	0	-1	-1	-1	0	-1	0	0	South Africa	2009	0	0	0	1	0	0	0	SAMN02053783
2628	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2533494
2629	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2533497
2630	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2533496
2631	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	1	0	0	0	0	0	SAMN03649007
2632	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03649006
2633	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	South Africa	missing	0	0	0	0	0	0	0	SAMN03649005
2634	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	1	-1	0	-1	0	-1	-1	1	-1	1	1	South Africa	missing	1	0	0	0	0	0	0	SAMN03649004
2635	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	India	2003	0	1	0	0	0	0	0	SAMN02599158
2644	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	Malawi	1996	0	0	0	1	0	0	0	SAMEA1485326
2646	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1996	0	0	0	1	0	0	0	SAMEA1485324
2647	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2002	1	0	0	0	0	0	0	SAMEA1485322
2648	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	0	0	0	1	0	0	0	SAMEA1485323
2649	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2004	0	0	1	0	0	0	0	SAMEA1485321
2650	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	0	0	0	1	0	0	0	SAMEA1485329
2651	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	1	Malawi	2004	1	0	0	0	0	0	0	SAMEA1708225
2652	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2003	1	0	0	0	0	0	0	SAMEA1708227
2653	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	-1	1	-1	1	1	Russia	2008	0	1	0	0	0	0	0	SAMEA1707573
2654	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	0	0	-1	1	1	Russia	2008	0	1	0	0	0	0	0	SAMEA1707574
2655	0	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	0	-1	0	-1	1	1	-1	1	1	Russia	2010	0	1	0	0	0	0	0	SAMEA1707575
2656	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	Malawi	2000	1	0	0	0	0	0	0	SAMEA1708223
2657	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	1	Russia	2010	0	1	0	0	0	0	0	SAMEA1707577
2658	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Russia	2010	0	0	0	1	0	0	0	SAMEA1707579
2661	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	-1	-1	0	-1	0	-1	1	0	-1	1	1	Russia	2009	0	1	0	0	0	0	0	SAMEA1469532
2662	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	1	0	0	0	0	0	SAMN01908894
2663	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	1	0	0	0	0	0	SAMN01908895
2664	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	0	0	1	0	0	0	SAMN01908896
2665	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	0	1	0	0	0	0	SAMN01908897
2666	-1	-1	-1	0	-1	-1	-1	-1	1	-1	-1	1	0	-1	-1	-1	1	-1	-1	-1	-1	1	1	China		0	1	0	0	0	0	0	SAMN01908890
2667	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	0	-1	-1	-1	0	-1	-1	-1	-1	1	1	China		0	1	0	0	0	0	0	SAMN01908891
2668	-1	-1	-1	1	-1	-1	-1	-1	1	-1	-1	1	0	-1	-1	-1	0	-1	-1	-1	-1	1	0	China		0	0	0	1	0	0	0	SAMN01908892
2669	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	1	0	-1	-1	-1	0	-1	-1	-1	-1	1	1	China		0	1	0	0	0	0	0	SAMN01908893
2670	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	0	0	1	0	0	0	SAMN01908898
2671	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	China		0	1	0	0	0	0	0	SAMN01908899
2672	0	0	-1	0	0	-1	-1	-1	-1	-1	-1	1	0	-1	0	-1	0	-1	-1	1	-1	1	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648057
2673	0	-1	-1	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	-1	0	South Africa	missing	0	0	0	1	0	0	0	SAMN03648761
2674	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534771
2675	0	0	-1	0	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1	-1	0	-1	-1	0	-1	1	1	Uzbekistan		0	0	0	0	0	0	0	SAMEA2534775
2676	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2011	0	0	1	0	0	0	0	SAMEA1019109
2677	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	0	0	0	1	0	0	0	SAMEA1019108
2678	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534779
2680	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	1	0	0	0	0	SAMEA1019102
2681	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2005	0	0	0	1	0	0	0	SAMEA1019101
2682	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2009	0	0	0	1	0	0	0	SAMEA1019100
2683	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648389
2684	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648054
2685	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648383
2686	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648382
2687	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	1	0	0	0	0	0	0	SAMN03648381
2688	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648380
2689	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03648387
2690	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648386
2691	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	1	0	0	0	SAMN03647641
2692	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	0	0	0	0	0	SAMN03648384
2693	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2007	0	0	0	1	0	0	0	SAMEA1019043
2694	-1	-1	-1	-1	1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2005	0	0	0	1	0	0	0	SAMEA1019041
2695	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	2003	0	0	0	1	0	0	0	SAMEA1019047
2696	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	Not Provided		0	0	0	1	0	0	0	SAMEA2153179
2697	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	United Kingdom	2003	0	0	1	0	0	0	0	SAMEA1019048
2698	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	2008	0	0	0	1	0	0	0	SAMEA1019049
2699	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1998	0	0	0	1	0	0	0	SAMEA1530673
2700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2000	0	0	0	1	0	0	0	SAMEA1530672
2702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2000	0	0	0	1	0	0	0	SAMEA1530670
2703	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	2001	1	0	0	0	0	0	0	SAMEA1530677
2704	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1997	0	0	0	1	0	0	0	SAMEA1530676
2705	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	1998	0	0	0	1	0	0	0	SAMEA1530675
2706	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Malawi	1998	0	0	0	1	0	0	0	SAMEA1530674
2707	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	Malawi	1999	0	0	0	1	0	0	0	SAMEA1530679
2709	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	Germany		0	0	0	0	0	0	0	SAMEA2534284
2710	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	United Kingdom	missing	0	0	1	0	0	0	0	SAMN03648052
